in s,C1 in V
2.9509008E-02,-1.59180E-03
2.9509936E-02,-1.59180E-03
2.9510864E-02,-1.49414E-03
2.9511792E-02,-1.68945E-03
2.9512720E-02,-1.68945E-03
2.9513648E-02,-1.29883E-03
2.9514576E-02,-1.20117E-03
2.9515504E-02,-1.49414E-03
2.9516432E-02,-1.29883E-03
2.9517360E-02,-1.59180E-03
2.9518288E-02,-1.49414E-03
2.9519216E-02,-1.59180E-03
2.9520144E-02,-1.68945E-03
2.9521072E-02,-1.59180E-03
2.9522000E-02,-1.49414E-03
2.9522928E-02,-8.10547E-04
2.9523856E-02,-1.29883E-03
2.9524784E-02,-1.49414E-03
2.9525712E-02,-2.08008E-03
2.9526640E-02,-1.49414E-03
2.9527568E-02,-1.20117E-03
2.9528496E-02,-1.39648E-03
2.9529424E-02,-1.59180E-03
2.9530352E-02,-1.88477E-03
2.9531280E-02,-1.49414E-03
2.9532208E-02,-1.59180E-03
2.9533136E-02,-1.68945E-03
2.9534064E-02,-1.49414E-03
2.9534992E-02,-1.78711E-03
2.9535920E-02,-1.00586E-03
2.9536848E-02,-1.20117E-03
2.9537776E-02,-1.88477E-03
2.9538704E-02,-1.68945E-03
2.9539632E-02,-1.10352E-03
2.9540560E-02,-1.49414E-03
2.9541488E-02,-1.39648E-03
2.9542416E-02,-1.68945E-03
2.9543344E-02,-1.29883E-03
2.9544272E-02,-1.88477E-03
2.9545200E-02,-1.49414E-03
2.9546128E-02,-1.78711E-03
2.9547056E-02,-1.78711E-03
2.9547984E-02,-1.59180E-03
2.9548912E-02,-1.39648E-03
2.9549840E-02,-1.78711E-03
2.9550768E-02,-1.59180E-03
2.9551696E-02,-1.39648E-03
2.9552624E-02,-1.39648E-03
2.9553552E-02,-1.10352E-03
2.9554480E-02,-1.39648E-03
2.9555408E-02,-1.59180E-03
2.9556336E-02,-1.20117E-03
2.9557264E-02,-1.29883E-03
2.9558192E-02,-1.39648E-03
2.9559120E-02,-1.49414E-03
2.9560048E-02,-1.49414E-03
2.9560976E-02,-1.20117E-03
2.9561904E-02,-1.29883E-03
2.9562832E-02,-1.49414E-03
2.9563760E-02,-1.68945E-03
2.9564688E-02,-1.59180E-03
2.9565616E-02,-1.68945E-03
2.9566544E-02,-1.20117E-03
2.9567472E-02,-1.59180E-03
2.9568400E-02,-1.39648E-03
2.9569328E-02,-1.88477E-03
2.9570256E-02,-1.59180E-03
2.9571184E-02,-1.59180E-03
2.9572112E-02,-1.20117E-03
2.9573040E-02,-1.39648E-03
2.9573968E-02,-1.59180E-03
2.9574896E-02,-1.39648E-03
2.9575824E-02,-1.39648E-03
2.9576752E-02,-1.59180E-03
2.9577680E-02,-1.88477E-03
2.9578608E-02,-1.59180E-03
2.9579536E-02,-1.39648E-03
2.9580464E-02,-1.49414E-03
2.9581392E-02,-1.20117E-03
2.9582320E-02,-1.29883E-03
2.9583248E-02,-1.00586E-03
2.9584176E-02,-1.68945E-03
2.9585104E-02,-1.59180E-03
2.9586032E-02,-1.39648E-03
2.9586960E-02,-1.59180E-03
2.9587888E-02,-1.39648E-03
2.9588816E-02,-1.68945E-03
2.9589744E-02,-1.78711E-03
2.9590672E-02,-1.59180E-03
2.9591600E-02,-1.39648E-03
2.9592528E-02,-1.39648E-03
2.9593456E-02,-1.29883E-03
2.9594384E-02,-1.59180E-03
2.9595312E-02,-1.39648E-03
2.9596240E-02,-1.49414E-03
2.9597168E-02,-1.59180E-03
2.9598096E-02,-1.59180E-03
2.9599024E-02,-1.39648E-03
2.9599952E-02,-1.29883E-03
2.9600880E-02,-1.39648E-03
2.9601808E-02,-1.10352E-03
2.9602736E-02,-1.78711E-03
2.9603664E-02,-1.29883E-03
2.9604592E-02,-1.20117E-03
2.9605520E-02,-1.49414E-03
2.9606448E-02,-1.59180E-03
2.9607376E-02,-1.78711E-03
2.9608304E-02,-1.29883E-03
2.9609232E-02,-1.20117E-03
2.9610160E-02,-1.39648E-03
2.9611088E-02,-1.39648E-03
2.9612016E-02,-1.20117E-03
2.9612944E-02,-1.49414E-03
2.9613872E-02,-1.10352E-03
2.9614800E-02,-1.29883E-03
2.9615728E-02,-1.00586E-03
2.9616656E-02,-1.59180E-03
2.9617584E-02,-1.49414E-03
2.9618512E-02,-1.20117E-03
2.9619440E-02,-1.20117E-03
2.9620368E-02,-1.68945E-03
2.9621296E-02,-1.78711E-03
2.9622224E-02,-1.78711E-03
2.9623152E-02,-1.49414E-03
2.9624080E-02,-1.39648E-03
2.9625008E-02,-1.39648E-03
2.9625936E-02,-1.49414E-03
2.9626864E-02,-1.59180E-03
2.9627792E-02,-1.39648E-03
2.9628720E-02,-1.20117E-03
2.9629648E-02,-1.88477E-03
2.9630576E-02,-1.29883E-03
2.9631504E-02,-1.39648E-03
2.9632432E-02,-1.49414E-03
2.9633360E-02,-1.59180E-03
2.9634288E-02,-1.10352E-03
2.9635216E-02,-1.39648E-03
2.9636144E-02,-1.49414E-03
2.9637072E-02,-1.49414E-03
2.9638000E-02,-1.29883E-03
2.9638928E-02,-9.08203E-04
2.9639856E-02,-1.68945E-03
2.9640784E-02,-1.20117E-03
2.9641712E-02,-1.59180E-03
2.9642640E-02,-1.49414E-03
2.9643568E-02,-1.78711E-03
2.9644496E-02,-1.59180E-03
2.9645424E-02,-1.68945E-03
2.9646352E-02,-1.49414E-03
2.9647280E-02,-1.39648E-03
2.9648208E-02,-1.10352E-03
2.9649136E-02,-1.20117E-03
2.9650064E-02,-1.10352E-03
2.9650992E-02,-1.39648E-03
2.9651920E-02,-1.49414E-03
2.9652848E-02,-1.59180E-03
2.9653776E-02,-1.78711E-03
2.9654704E-02,-1.20117E-03
2.9655632E-02,-1.68945E-03
2.9656560E-02,-1.39648E-03
2.9657488E-02,-1.39648E-03
2.9658416E-02,-1.49414E-03
2.9659344E-02,-1.39648E-03
2.9660272E-02,-1.78711E-03
2.9661200E-02,-1.10352E-03
2.9662128E-02,-1.49414E-03
2.9663056E-02,-1.29883E-03
2.9663984E-02,-1.59180E-03
2.9664912E-02,-1.20117E-03
2.9665840E-02,-1.00586E-03
2.9666768E-02,-1.39648E-03
2.9667696E-02,-1.20117E-03
2.9668624E-02,-8.10547E-04
2.9669552E-02,-1.49414E-03
2.9670480E-02,-1.29883E-03
2.9671408E-02,-1.78711E-03
2.9672336E-02,-9.08203E-04
2.9673264E-02,-1.29883E-03
2.9674192E-02,-1.59180E-03
2.9675120E-02,-1.00586E-03
2.9676048E-02,-1.39648E-03
2.9676976E-02,-1.29883E-03
2.9677904E-02,-1.68945E-03
2.9678832E-02,-1.59180E-03
2.9679760E-02,-1.49414E-03
2.9680688E-02,-1.49414E-03
2.9681616E-02,-1.20117E-03
2.9682544E-02,-1.78711E-03
2.9683472E-02,-1.39648E-03
2.9684400E-02,-1.39648E-03
2.9685328E-02,-1.29883E-03
2.9686256E-02,-1.39648E-03
2.9687184E-02,-1.39648E-03
2.9688112E-02,-1.39648E-03
2.9689040E-02,-1.68945E-03
2.9689968E-02,-1.10352E-03
2.9690896E-02,-1.29883E-03
2.9691824E-02,-1.10352E-03
2.9692752E-02,-1.49414E-03
2.9693680E-02,-1.29883E-03
2.9694608E-02,-1.68945E-03
2.9695536E-02,-1.10352E-03
2.9696464E-02,-1.10352E-03
2.9697392E-02,-1.49414E-03
2.9698320E-02,-1.39648E-03
2.9699248E-02,-1.49414E-03
2.9700176E-02,-1.68945E-03
2.9701104E-02,-1.59180E-03
2.9702032E-02,-1.78711E-03
2.9702960E-02,-1.10352E-03
2.9703888E-02,-1.39648E-03
2.9704816E-02,-1.59180E-03
2.9705744E-02,-1.10352E-03
2.9706672E-02,-1.59180E-03
2.9707600E-02,-1.49414E-03
2.9708528E-02,-1.39648E-03
2.9709456E-02,-1.59180E-03
2.9710384E-02,-1.20117E-03
2.9711312E-02,-1.78711E-03
2.9712240E-02,-1.29883E-03
2.9713168E-02,-1.29883E-03
2.9714096E-02,-1.39648E-03
2.9715024E-02,-1.29883E-03
2.9715952E-02,-1.20117E-03
2.9716880E-02,-1.20117E-03
2.9717808E-02,-1.10352E-03
2.9718736E-02,-1.20117E-03
2.9719664E-02,-1.49414E-03
2.9720592E-02,-1.49414E-03
2.9721520E-02,-1.68945E-03
2.9722448E-02,-1.20117E-03
2.9723376E-02,-1.68945E-03
2.9724304E-02,-1.49414E-03
2.9725232E-02,-1.59180E-03
2.9726160E-02,-1.68945E-03
2.9727088E-02,-1.59180E-03
2.9728016E-02,-1.88477E-03
2.9728944E-02,-1.39648E-03
2.9729872E-02,-1.59180E-03
2.9730800E-02,-1.10352E-03
2.9731728E-02,-1.78711E-03
2.9732656E-02,-1.29883E-03
2.9733584E-02,-1.49414E-03
2.9734512E-02,-1.49414E-03
2.9735440E-02,-1.39648E-03
2.9736368E-02,-1.39648E-03
2.9737296E-02,-7.12891E-04
2.9738224E-02,-1.49414E-03
2.9739152E-02,-1.98242E-03
2.9740080E-02,-1.39648E-03
2.9741008E-02,-1.29883E-03
2.9741936E-02,-1.39648E-03
2.9742864E-02,-1.39648E-03
2.9743792E-02,-1.29883E-03
2.9744720E-02,-1.39648E-03
2.9745648E-02,-1.49414E-03
2.9746576E-02,-1.88477E-03
2.9747504E-02,-1.49414E-03
2.9748432E-02,-1.98242E-03
2.9749360E-02,-1.49414E-03
2.9750288E-02,-1.29883E-03
2.9751216E-02,-1.98242E-03
2.9752144E-02,-1.59180E-03
2.9753072E-02,-1.29883E-03
2.9754000E-02,-9.08203E-04
2.9754928E-02,-1.29883E-03
2.9755856E-02,-1.39648E-03
2.9756784E-02,-1.39648E-03
2.9757712E-02,-1.49414E-03
2.9758640E-02,-1.39648E-03
2.9759568E-02,-1.68945E-03
2.9760496E-02,-1.68945E-03
2.9761424E-02,-1.49414E-03
2.9762352E-02,-1.29883E-03
2.9763280E-02,-1.39648E-03
2.9764208E-02,-1.39648E-03
2.9765136E-02,-1.59180E-03
2.9766064E-02,-1.59180E-03
2.9766992E-02,-1.49414E-03
2.9767920E-02,-1.20117E-03
2.9768848E-02,-1.78711E-03
2.9769776E-02,-1.10352E-03
2.9770704E-02,-1.59180E-03
2.9771632E-02,-1.29883E-03
2.9772560E-02,-1.49414E-03
2.9773488E-02,-1.29883E-03
2.9774416E-02,-1.39648E-03
2.9775344E-02,-1.29883E-03
2.9776272E-02,-1.68945E-03
2.9777200E-02,-1.20117E-03
2.9778128E-02,-1.88477E-03
2.9779056E-02,-1.49414E-03
2.9779984E-02,-1.59180E-03
2.9780912E-02,-1.88477E-03
2.9781840E-02,-1.39648E-03
2.9782768E-02,-1.29883E-03
2.9783696E-02,-1.00586E-03
2.9784624E-02,-1.49414E-03
2.9785552E-02,-1.68945E-03
2.9786480E-02,-1.29883E-03
2.9787408E-02,-1.29883E-03
2.9788336E-02,-1.88477E-03
2.9789264E-02,-1.20117E-03
2.9790192E-02,-1.68945E-03
2.9791120E-02,-1.39648E-03
2.9792048E-02,-1.39648E-03
2.9792976E-02,-1.00586E-03
2.9793904E-02,-1.20117E-03
2.9794832E-02,-1.59180E-03
2.9795760E-02,-1.49414E-03
2.9796688E-02,-1.59180E-03
2.9797616E-02,-1.29883E-03
2.9798544E-02,-1.78711E-03
2.9799472E-02,-1.68945E-03
2.9800400E-02,-1.68945E-03
2.9801328E-02,-1.68945E-03
2.9802256E-02,-1.29883E-03
2.9803184E-02,-1.88477E-03
2.9804112E-02,-1.49414E-03
2.9805040E-02,-1.39648E-03
2.9805968E-02,-1.49414E-03
2.9806896E-02,-1.20117E-03
2.9807824E-02,-1.39648E-03
2.9808752E-02,-1.49414E-03
2.9809680E-02,-1.39648E-03
2.9810608E-02,-1.10352E-03
2.9811536E-02,-1.68945E-03
2.9812464E-02,-1.78711E-03
2.9813392E-02,-1.39648E-03
2.9814320E-02,-1.59180E-03
2.9815248E-02,-1.49414E-03
2.9816176E-02,-1.59180E-03
2.9817104E-02,-1.39648E-03
2.9818032E-02,-1.20117E-03
2.9818960E-02,-1.59180E-03
2.9819888E-02,-1.29883E-03
2.9820816E-02,-1.20117E-03
2.9821744E-02,-1.29883E-03
2.9822672E-02,-1.39648E-03
2.9823600E-02,-1.49414E-03
2.9824528E-02,-1.78711E-03
2.9825456E-02,-1.49414E-03
2.9826384E-02,-1.39648E-03
2.9827312E-02,-1.49414E-03
2.9828240E-02,-1.59180E-03
2.9829168E-02,-1.59180E-03
2.9830096E-02,-1.39648E-03
2.9831024E-02,-1.29883E-03
2.9831952E-02,-1.49414E-03
2.9832880E-02,-1.39648E-03
2.9833808E-02,-1.29883E-03
2.9834736E-02,-1.29883E-03
2.9835664E-02,-1.68945E-03
2.9836592E-02,-1.49414E-03
2.9837520E-02,-1.59180E-03
2.9838448E-02,-1.59180E-03
2.9839376E-02,-1.20117E-03
2.9840304E-02,-1.88477E-03
2.9841232E-02,-1.68945E-03
2.9842160E-02,-1.68945E-03
2.9843088E-02,-1.39648E-03
2.9844016E-02,-2.08008E-03
2.9844944E-02,-1.59180E-03
2.9845872E-02,-1.49414E-03
2.9846800E-02,-1.59180E-03
2.9847728E-02,-1.10352E-03
2.9848656E-02,-1.10352E-03
2.9849584E-02,-1.39648E-03
2.9850512E-02,-1.39648E-03
2.9851440E-02,-1.49414E-03
2.9852368E-02,-1.39648E-03
2.9853296E-02,-1.39648E-03
2.9854224E-02,-1.39648E-03
2.9855152E-02,-1.59180E-03
2.9856080E-02,-1.20117E-03
2.9857008E-02,-1.49414E-03
2.9857936E-02,-1.59180E-03
2.9858864E-02,-1.49414E-03
2.9859792E-02,-1.20117E-03
2.9860720E-02,-1.49414E-03
2.9861648E-02,-1.59180E-03
2.9862576E-02,-1.68945E-03
2.9863504E-02,-1.98242E-03
2.9864432E-02,-1.39648E-03
2.9865360E-02,-1.59180E-03
2.9866288E-02,-1.10352E-03
2.9867216E-02,-1.39648E-03
2.9868144E-02,-1.68945E-03
2.9869072E-02,-1.29883E-03
2.9870000E-02,-1.39648E-03
2.9870928E-02,-1.39648E-03
2.9871856E-02,-1.49414E-03
2.9872784E-02,-1.59180E-03
2.9873712E-02,-1.59180E-03
2.9874640E-02,-1.10352E-03
2.9875568E-02,-1.29883E-03
2.9876496E-02,-1.49414E-03
2.9877424E-02,-1.59180E-03
2.9878352E-02,-1.39648E-03
2.9879280E-02,-1.39648E-03
2.9880208E-02,-1.49414E-03
2.9881136E-02,-1.49414E-03
2.9882064E-02,-1.59180E-03
2.9882992E-02,-1.78711E-03
2.9883920E-02,-1.59180E-03
2.9884848E-02,-1.78711E-03
2.9885776E-02,-1.39648E-03
2.9886704E-02,-1.68945E-03
2.9887632E-02,-8.10547E-04
2.9888560E-02,-1.59180E-03
2.9889488E-02,-1.78711E-03
2.9890416E-02,-1.49414E-03
2.9891344E-02,-1.39648E-03
2.9892272E-02,-1.39648E-03
2.9893200E-02,-1.78711E-03
2.9894128E-02,-1.20117E-03
2.9895056E-02,-1.68945E-03
2.9895984E-02,-1.29883E-03
2.9896912E-02,-1.59180E-03
2.9897840E-02,-1.00586E-03
2.9898768E-02,-2.08008E-03
2.9899696E-02,-1.88477E-03
2.9900624E-02,-1.39648E-03
2.9901552E-02,-1.59180E-03
2.9902480E-02,-1.59180E-03
2.9903408E-02,-1.39648E-03
2.9904336E-02,-1.39648E-03
2.9905264E-02,-1.78711E-03
2.9906192E-02,-1.39648E-03
2.9907120E-02,-1.49414E-03
2.9908048E-02,-1.39648E-03
2.9908976E-02,-1.39648E-03
2.9909904E-02,-1.49414E-03
2.9910832E-02,-1.78711E-03
2.9911760E-02,-1.59180E-03
2.9912688E-02,-1.49414E-03
2.9913616E-02,-1.39648E-03
2.9914544E-02,-1.78711E-03
2.9915472E-02,-1.59180E-03
2.9916400E-02,-1.49414E-03
2.9917328E-02,-1.20117E-03
2.9918256E-02,-1.59180E-03
2.9919184E-02,-1.39648E-03
2.9920112E-02,-1.39648E-03
2.9921040E-02,-1.39648E-03
2.9921968E-02,-1.49414E-03
2.9922896E-02,-1.68945E-03
2.9923824E-02,-1.20117E-03
2.9924752E-02,-1.49414E-03
2.9925680E-02,-1.39648E-03
2.9926608E-02,-1.78711E-03
2.9927536E-02,-1.59180E-03
2.9928464E-02,-1.59180E-03
2.9929392E-02,-1.68945E-03
2.9930320E-02,-1.10352E-03
2.9931248E-02,-1.59180E-03
2.9932176E-02,-1.78711E-03
2.9933104E-02,-1.59180E-03
2.9934032E-02,-1.39648E-03
2.9934960E-02,-1.68945E-03
2.9935888E-02,-1.59180E-03
2.9936816E-02,-1.59180E-03
2.9937744E-02,-1.68945E-03
2.9938672E-02,-1.39648E-03
2.9939600E-02,-1.49414E-03
2.9940528E-02,-7.12891E-04
2.9941456E-02,-1.49414E-03
2.9942384E-02,-1.29883E-03
2.9943312E-02,-1.59180E-03
2.9944240E-02,-1.59180E-03
2.9945168E-02,-1.59180E-03
2.9946096E-02,-1.49414E-03
2.9947024E-02,-1.49414E-03
2.9947952E-02,-1.20117E-03
2.9948880E-02,-1.39648E-03
2.9949808E-02,-1.59180E-03
2.9950736E-02,-1.49414E-03
2.9951664E-02,-1.49414E-03
2.9952592E-02,-1.59180E-03
2.9953520E-02,-1.78711E-03
2.9954448E-02,-1.59180E-03
2.9955376E-02,-1.29883E-03
2.9956304E-02,-1.78711E-03
2.9957232E-02,-1.49414E-03
2.9958160E-02,-1.88477E-03
2.9959088E-02,-2.08008E-03
2.9960016E-02,-1.39648E-03
2.9960944E-02,-1.39648E-03
2.9961872E-02,-1.59180E-03
2.9962800E-02,-1.68945E-03
2.9963728E-02,-1.29883E-03
2.9964656E-02,-1.49414E-03
2.9965584E-02,-1.49414E-03
2.9966512E-02,-1.39648E-03
2.9967440E-02,-1.39648E-03
2.9968368E-02,-1.20117E-03
2.9969296E-02,-1.88477E-03
2.9970224E-02,-1.39648E-03
2.9971152E-02,-1.29883E-03
2.9972080E-02,-1.39648E-03
2.9973008E-02,-1.00586E-03
2.9973936E-02,-1.68945E-03
2.9974864E-02,-1.78711E-03
2.9975792E-02,-1.68945E-03
2.9976720E-02,-1.49414E-03
2.9977648E-02,-1.59180E-03
2.9978576E-02,-1.00586E-03
2.9979504E-02,-1.78711E-03
2.9980432E-02,-1.68945E-03
2.9981360E-02,-1.78711E-03
2.9982288E-02,-1.98242E-03
2.9983216E-02,-1.49414E-03
2.9984144E-02,-1.59180E-03
2.9985072E-02,-1.49414E-03
2.9986000E-02,-8.10547E-04
2.9986928E-02,-1.59180E-03
2.9987856E-02,-1.78711E-03
2.9988784E-02,-1.10352E-03
2.9989712E-02,-1.68945E-03
2.9990640E-02,-1.39648E-03
2.9991568E-02,-1.39648E-03
2.9992496E-02,-1.39648E-03
2.9993424E-02,-1.20117E-03
2.9994352E-02,-1.68945E-03
2.9995280E-02,-1.20117E-03
2.9996208E-02,-1.68945E-03
2.9997136E-02,-1.39648E-03
2.9998064E-02,-1.78711E-03
2.9998992E-02,-1.59180E-03
2.9999920E-02,-1.10352E-03
3.0000848E-02,-1.10352E-03
3.0001776E-02,-1.59180E-03
3.0002704E-02,-1.39648E-03
3.0003632E-02,-1.68945E-03
3.0004560E-02,-1.49414E-03
3.0005488E-02,-1.49414E-03
3.0006416E-02,-1.39648E-03
3.0007344E-02,-1.10352E-03
3.0008272E-02,-1.59180E-03
3.0009200E-02,-1.49414E-03
3.0010128E-02,-1.39648E-03
3.0011056E-02,-1.39648E-03
3.0011984E-02,-9.08203E-04
3.0012912E-02,-1.49414E-03
3.0013840E-02,-1.39648E-03
3.0014768E-02,-1.59180E-03
3.0015696E-02,-1.68945E-03
3.0016624E-02,-1.39648E-03
3.0017552E-02,-1.49414E-03
3.0018480E-02,-1.49414E-03
3.0019408E-02,-1.10352E-03
3.0020336E-02,-1.59180E-03
3.0021264E-02,-1.78711E-03
3.0022192E-02,-1.59180E-03
3.0023120E-02,-1.59180E-03
3.0024048E-02,-1.39648E-03
3.0024976E-02,-8.10547E-04
3.0025904E-02,-1.00586E-03
3.0026832E-02,-1.59180E-03
3.0027760E-02,-1.49414E-03
3.0028688E-02,-1.49414E-03
3.0029616E-02,-1.59180E-03
3.0030544E-02,-1.29883E-03
3.0031472E-02,-1.78711E-03
3.0032400E-02,-1.68945E-03
3.0033328E-02,-1.39648E-03
3.0034256E-02,-1.49414E-03
3.0035184E-02,-1.39648E-03
3.0036112E-02,-1.59180E-03
3.0037040E-02,-1.39648E-03
3.0037968E-02,-1.98242E-03
3.0038896E-02,-1.78711E-03
3.0039824E-02,-1.68945E-03
3.0040752E-02,-1.68945E-03
3.0041680E-02,-1.59180E-03
3.0042608E-02,-1.68945E-03
3.0043536E-02,-1.29883E-03
3.0044464E-02,-1.29883E-03
3.0045392E-02,-1.39648E-03
3.0046320E-02,-1.20117E-03
3.0047248E-02,-1.49414E-03
3.0048176E-02,-1.10352E-03
3.0049104E-02,-1.29883E-03
3.0050032E-02,-1.39648E-03
3.0050960E-02,-1.49414E-03
3.0051888E-02,-1.78711E-03
3.0052816E-02,-1.78711E-03
3.0053744E-02,-1.39648E-03
3.0054672E-02,-1.49414E-03
3.0055600E-02,-1.59180E-03
3.0056528E-02,-1.49414E-03
3.0057456E-02,-1.29883E-03
3.0058384E-02,-1.59180E-03
3.0059312E-02,-1.10352E-03
3.0060240E-02,-1.78711E-03
3.0061168E-02,-1.29883E-03
3.0062096E-02,-1.49414E-03
3.0063024E-02,-1.00586E-03
3.0063952E-02,-1.49414E-03
3.0064880E-02,-1.29883E-03
3.0065808E-02,-1.39648E-03
3.0066736E-02,-1.00586E-03
3.0067664E-02,-1.10352E-03
3.0068592E-02,-1.88477E-03
3.0069520E-02,-1.68945E-03
3.0070448E-02,-1.49414E-03
3.0071376E-02,-1.78711E-03
3.0072304E-02,-1.10352E-03
3.0073232E-02,-1.59180E-03
3.0074160E-02,-1.49414E-03
3.0075088E-02,-1.59180E-03
3.0076016E-02,-1.59180E-03
3.0076944E-02,-1.49414E-03
3.0077872E-02,-1.20117E-03
3.0078800E-02,-1.10352E-03
3.0079728E-02,-1.10352E-03
3.0080656E-02,-1.68945E-03
3.0081584E-02,-1.29883E-03
3.0082512E-02,-1.59180E-03
3.0083440E-02,-1.39648E-03
3.0084368E-02,-1.68945E-03
3.0085296E-02,-1.29883E-03
3.0086224E-02,-1.29883E-03
3.0087152E-02,-1.49414E-03
3.0088080E-02,-1.39648E-03
3.0089008E-02,-1.49414E-03
3.0089936E-02,-1.78711E-03
3.0090864E-02,-1.68945E-03
3.0091792E-02,-1.68945E-03
3.0092720E-02,-1.39648E-03
3.0093648E-02,-1.49414E-03
3.0094576E-02,-1.49414E-03
3.0095504E-02,-1.88477E-03
3.0096432E-02,-1.49414E-03
3.0097360E-02,-1.39648E-03
3.0098288E-02,-1.10352E-03
3.0099216E-02,-1.59180E-03
3.0100144E-02,-1.78711E-03
3.0101072E-02,-1.59180E-03
3.0102000E-02,-1.10352E-03
3.0102928E-02,-1.78711E-03
3.0103856E-02,-1.10352E-03
3.0104784E-02,-1.49414E-03
3.0105712E-02,-1.59180E-03
3.0106640E-02,-9.08203E-04
3.0107568E-02,-1.29883E-03
3.0108496E-02,-1.39648E-03
3.0109424E-02,-1.59180E-03
3.0110352E-02,-1.68945E-03
3.0111280E-02,-1.20117E-03
3.0112208E-02,-1.59180E-03
3.0113136E-02,-1.68945E-03
3.0114064E-02,-1.78711E-03
3.0114992E-02,-1.29883E-03
3.0115920E-02,-1.29883E-03
3.0116848E-02,-1.29883E-03
3.0117776E-02,-1.00586E-03
3.0118704E-02,-1.10352E-03
3.0119632E-02,-1.88477E-03
3.0120560E-02,-1.10352E-03
3.0121488E-02,-1.59180E-03
3.0122416E-02,-1.39648E-03
3.0123344E-02,-1.78711E-03
3.0124272E-02,-1.20117E-03
3.0125200E-02,-1.20117E-03
3.0126128E-02,-1.49414E-03
3.0127056E-02,-1.39648E-03
3.0127984E-02,-1.00586E-03
3.0128912E-02,-1.59180E-03
3.0129840E-02,-1.59180E-03
3.0130768E-02,-1.00586E-03
3.0131696E-02,-1.59180E-03
3.0132624E-02,-1.39648E-03
3.0133552E-02,-1.29883E-03
3.0134480E-02,-1.39648E-03
3.0135408E-02,-1.59180E-03
3.0136336E-02,-1.68945E-03
3.0137264E-02,-1.49414E-03
3.0138192E-02,-1.20117E-03
3.0139120E-02,-1.78711E-03
3.0140048E-02,-1.39648E-03
3.0140976E-02,-1.39648E-03
3.0141904E-02,-1.39648E-03
3.0142832E-02,-1.10352E-03
3.0143760E-02,-1.59180E-03
3.0144688E-02,-1.59180E-03
3.0145616E-02,-8.10547E-04
3.0146544E-02,-1.39648E-03
3.0147472E-02,-1.29883E-03
3.0148400E-02,-1.39648E-03
3.0149328E-02,-1.78711E-03
3.0150256E-02,-1.59180E-03
3.0151184E-02,-7.12891E-04
3.0152112E-02,-1.29883E-03
3.0153040E-02,-1.78711E-03
3.0153968E-02,-1.59180E-03
3.0154896E-02,-1.39648E-03
3.0155824E-02,-1.78711E-03
3.0156752E-02,-1.88477E-03
3.0157680E-02,-1.98242E-03
3.0158608E-02,-1.78711E-03
3.0159536E-02,-1.29883E-03
3.0160464E-02,-1.39648E-03
3.0161392E-02,-1.29883E-03
3.0162320E-02,-1.78711E-03
3.0163248E-02,-1.88477E-03
3.0164176E-02,-1.39648E-03
3.0165104E-02,-1.49414E-03
3.0166032E-02,-1.68945E-03
3.0166960E-02,-1.68945E-03
3.0167888E-02,-1.68945E-03
3.0168816E-02,-1.49414E-03
3.0169744E-02,-1.59180E-03
3.0170672E-02,-1.00586E-03
3.0171600E-02,-1.78711E-03
3.0172528E-02,-1.78711E-03
3.0173456E-02,-1.10352E-03
3.0174384E-02,-1.29883E-03
3.0175312E-02,-1.29883E-03
3.0176240E-02,-1.59180E-03
3.0177168E-02,-1.39648E-03
3.0178096E-02,-1.39648E-03
3.0179024E-02,-1.39648E-03
3.0179952E-02,-1.78711E-03
3.0180880E-02,-1.49414E-03
3.0181808E-02,-1.49414E-03
3.0182736E-02,-1.59180E-03
3.0183664E-02,-1.39648E-03
3.0184592E-02,-1.39648E-03
3.0185520E-02,-1.68945E-03
3.0186448E-02,-1.20117E-03
3.0187376E-02,-1.00586E-03
3.0188304E-02,-2.08008E-03
3.0189232E-02,-1.59180E-03
3.0190160E-02,-1.59180E-03
3.0191088E-02,-1.68945E-03
3.0192016E-02,-1.78711E-03
3.0192944E-02,-1.49414E-03
3.0193872E-02,-1.39648E-03
3.0194800E-02,-1.88477E-03
3.0195728E-02,-1.78711E-03
3.0196656E-02,-1.78711E-03
3.0197584E-02,-1.29883E-03
3.0198512E-02,-1.68945E-03
3.0199440E-02,-1.39648E-03
3.0200368E-02,-1.59180E-03
3.0201296E-02,-1.59180E-03
3.0202224E-02,-1.39648E-03
3.0203152E-02,-1.59180E-03
3.0204080E-02,-1.39648E-03
3.0205008E-02,-1.39648E-03
3.0205936E-02,-1.20117E-03
3.0206864E-02,-1.39648E-03
3.0207792E-02,-1.59180E-03
3.0208720E-02,-1.29883E-03
3.0209648E-02,-1.68945E-03
3.0210576E-02,-1.78711E-03
3.0211504E-02,-1.49414E-03
3.0212432E-02,-1.68945E-03
3.0213360E-02,-1.68945E-03
3.0214288E-02,-1.59180E-03
3.0215216E-02,-1.49414E-03
3.0216144E-02,-1.10352E-03
3.0217072E-02,-1.68945E-03
3.0218000E-02,-1.59180E-03
3.0218928E-02,-1.98242E-03
3.0219856E-02,-1.49414E-03
3.0220784E-02,-1.49414E-03
3.0221712E-02,-1.39648E-03
3.0222640E-02,-1.20117E-03
3.0223568E-02,-1.68945E-03
3.0224496E-02,-1.49414E-03
3.0225424E-02,-1.29883E-03
3.0226352E-02,-1.49414E-03
3.0227280E-02,-1.78711E-03
3.0228208E-02,-1.68945E-03
3.0229136E-02,-1.29883E-03
