"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.155611480E1,-2.189636230E-2,7.693481445E-2,-2.868652344E-3,8.004152374E-2
2.155858672E1,-1.231384277E-2,4.818725586E-2,-1.815795898E-3,4.976886040E-2
2.156108916E1,4.730224609E-3,3.433227539E-3,-1.815795898E-3,6.120391404E-3
2.156359160E1,1.538085938E-2,-4.023742676E-2,-1.815795898E-3,4.311517670E-2
2.156609405E1,2.177429199E-2,-6.474304199E-2,-1.815795898E-3,6.833065485E-2
2.156856597E1,2.709960938E-2,-7.218933105E-2,-1.815795898E-3,7.712966654E-2
2.157103789E1,2.497863770E-2,-6.367492676E-2,-2.868652344E-3,6.845916889E-2
2.157354034E1,1.965332031E-2,-4.449462891E-2,-7.476806641E-4,4.864754904E-2
2.157601226E1,1.112365723E-2,-2.105712891E-2,-7.476806641E-4,2.382640246E-2
2.157851470E1,1.541137695E-3,4.501342773E-3,-1.815795898E-3,5.092573701E-3
2.158098662E1,-2.731323242E-3,1.515197754E-2,-1.815795898E-3,1.550289214E-2
2.158348907E1,-1.663208008E-3,1.728820801E-2,-2.868652344E-3,1.760333955E-2
2.158596099E1,-2.731323242E-3,1.409912109E-2,-1.815795898E-3,1.447558141E-2
2.158846343E1,-3.784179688E-3,6.637573242E-3,-1.815795898E-3,7.853311989E-3
2.159096587E1,-5.950927734E-4,-8.239746094E-4,-7.476806641E-4,1.261782842E-3
2.159343780E1,3.662109375E-3,-9.338378906E-3,-1.815795898E-3,1.019379617E-2
2.159594024E1,6.866455078E-3,-1.040649414E-2,-7.476806641E-4,1.249009015E-2
2.159841216E1,7.934570312E-3,-1.040649414E-2,-7.476806641E-4,1.310769059E-2
2.160091460E1,4.730224609E-3,-8.285522461E-3,-1.815795898E-3,9.711952535E-3
2.160338653E1,4.730224609E-3,-8.285522461E-3,-1.815795898E-3,9.711952535E-3
2.160588897E1,2.593994141E-3,-4.013061523E-3,-1.815795898E-3,5.111808206E-3
2.160836089E1,1.541137695E-3,2.441406250E-4,3.204345703E-4,1.592918188E-3
2.161086333E1,4.730224609E-3,4.501342773E-3,3.204345703E-4,6.537567585E-3
2.161333526E1,4.730224609E-4,3.433227539E-3,-1.815795898E-3,3.912533237E-3
2.161583770E1,-1.663208008E-3,3.433227539E-3,-5.004882812E-3,6.293025042E-3
2.161834014E1,4.730224609E-4,-8.239746094E-4,-7.476806641E-4,1.209012316E-3
2.162084258E1,3.662109375E-3,1.312255859E-3,3.204345703E-4,3.903298455E-3
2.162334502E1,2.593994141E-3,2.441406250E-4,-3.936767578E-3,4.720863185E-3
2.162581695E1,3.662109375E-3,-1.892089844E-3,-1.815795898E-3,4.504238426E-3
2.162831939E1,3.662109375E-3,-1.892089844E-3,-1.815795898E-3,4.504238426E-3
2.163079131E1,3.662109375E-3,1.312255859E-3,-1.815795898E-3,4.293037999E-3
2.163329375E1,4.730224609E-3,2.380371094E-3,-2.868652344E-3,6.022487664E-3
2.163576568E1,4.730224609E-3,-8.239746094E-4,3.204345703E-4,4.812134384E-3
2.163826812E1,1.541137695E-3,-8.239746094E-4,3.204345703E-4,1.776715471E-3
2.164074004E1,4.730224609E-4,2.441406250E-4,-7.476806641E-4,9.178133082E-4
2.164321197E1,1.541137695E-3,-8.239746094E-4,-2.868652344E-3,3.359048351E-3
2.164571441E1,3.662109375E-3,-8.239746094E-4,-1.815795898E-3,4.169783445E-3
2.164821685E1,2.593994141E-3,2.441406250E-4,3.204345703E-4,2.625088296E-3
2.165071929E1,2.593994141E-3,-2.944946289E-3,4.577636719E-3,6.029616254E-3
2.165319121E1,3.662109375E-3,2.441406250E-4,3.204345703E-4,3.684199782E-3
2.165569366E1,4.730224609E-3,1.312255859E-3,-7.476806641E-4,4.965487556E-3
2.165816558E1,2.593994141E-3,-2.944946289E-3,1.388549805E-3,4.162881791E-3
2.166066802E1,4.730224609E-4,-4.013061523E-3,-7.476806641E-4,4.109432980E-3
2.166313994E1,1.541137695E-3,-8.239746094E-4,-1.815795898E-3,2.520149658E-3
2.166564239E1,2.593994141E-3,-1.892089844E-3,-7.476806641E-4,3.296640101E-3
2.166814483E1,2.593994141E-3,2.441406250E-4,-7.476806641E-4,2.710615543E-3
2.167061675E1,4.730224609E-4,2.441406250E-4,-3.936767578E-3,3.972592838E-3
2.167308868E1,2.593994141E-3,2.380371094E-3,-7.476806641E-4,3.599166365E-3
2.167559112E1,3.662109375E-3,3.433227539E-3,-7.476806641E-4,5.075147563E-3
2.167809356E1,4.730224609E-3,-1.892089844E-3,-2.868652344E-3,5.846725160E-3
2.168056548E1,2.593994141E-3,-8.239746094E-4,-3.936767578E-3,4.786008642E-3
2.168306792E1,4.730224609E-4,-8.239746094E-4,-3.936767578E-3,4.049793003E-3
2.168553985E1,4.730224609E-3,-1.892089844E-3,-1.815795898E-3,5.408525083E-3
2.168804229E1,3.662109375E-3,2.441406250E-4,-7.476806641E-4,3.745620922E-3
2.169051421E1,4.730224609E-4,1.312255859E-3,-1.815795898E-3,2.289733704E-3
2.169301665E1,3.662109375E-3,-8.239746094E-4,-1.815795898E-3,4.169783445E-3
2.169548858E1,3.662109375E-3,2.441406250E-4,3.204345703E-4,3.684199782E-3
2.169799102E1,3.662109375E-3,3.433227539E-3,-7.476806641E-4,5.075147563E-3
2.170046294E1,3.662109375E-3,2.380371094E-3,-2.868652344E-3,5.225550487E-3
2.170296538E1,3.662109375E-3,-1.892089844E-3,-3.936767578E-3,5.699928773E-3
2.170546783E1,1.541137695E-3,2.380371094E-3,3.204345703E-4,2.853760721E-3
2.170797027E1,2.593994141E-3,-8.239746094E-4,3.204345703E-4,2.740514199E-3
2.171044219E1,1.541137695E-3,-2.944946289E-3,-1.815795898E-3,3.787469972E-3
2.171291412E1,4.730224609E-4,1.312255859E-3,-1.815795898E-3,2.289733704E-3
2.171541656E1,4.730224609E-4,-8.239746094E-4,3.204345703E-4,1.002677774E-3
2.171788848E1,4.730224609E-4,-2.944946289E-3,1.388549805E-3,3.290065266E-3
2.172039092E1,2.593994141E-3,-2.944946289E-3,-7.476806641E-4,3.995064533E-3
2.172286284E1,2.593994141E-3,2.441406250E-4,-7.476806641E-4,2.710615543E-3
2.172536529E1,2.593994141E-3,2.441406250E-4,3.204345703E-4,2.625088296E-3
2.172783721E1,1.541137695E-3,2.441406250E-4,-7.476806641E-4,1.730241722E-3
2.173033965E1,2.593994141E-3,2.441406250E-4,-2.868652344E-3,3.875251800E-3
2.173284209E1,3.662109375E-3,-8.239746094E-4,3.204345703E-4,3.767314368E-3
2.173531402E1,2.593994141E-3,-2.944946289E-3,-7.476806641E-4,3.995064533E-3
2.173781646E1,-5.950927734E-4,-8.239746094E-4,-7.476806641E-4,1.261782842E-3
2.174028838E1,2.593994141E-3,2.380371094E-3,3.204345703E-4,3.535201615E-3
2.174279082E1,3.662109375E-3,3.433227539E-3,3.204345703E-4,5.029987547E-3
2.174526275E1,2.593994141E-3,2.441406250E-4,3.204345703E-4,2.625088296E-3
2.174776519E1,3.662109375E-3,2.380371094E-3,-7.476806641E-4,4.431279499E-3
2.175023711E1,3.662109375E-3,2.441406250E-4,-7.476806641E-4,3.745620922E-3
2.175273955E1,3.662109375E-3,1.312255859E-3,-1.815795898E-3,4.293037999E-3
2.175521148E1,6.866455078E-3,4.501342773E-3,3.204345703E-4,8.216627679E-3
2.175771392E1,3.662109375E-3,2.441406250E-4,-1.815795898E-3,4.094846086E-3
2.176021636E1,2.593994141E-3,-4.013061523E-3,-1.815795898E-3,5.111808206E-3
2.176268829E1,3.662109375E-3,1.312255859E-3,-7.476806641E-4,3.961323881E-3
2.176519073E1,-5.950927734E-4,1.312255859E-3,-3.936767578E-3,4.192170060E-3
2.176766265E1,2.593994141E-3,-1.892089844E-3,-1.815795898E-3,3.688620924E-3
2.177016509E1,4.730224609E-3,-8.239746094E-4,-1.815795898E-3,5.133329695E-3
2.177263702E1,2.593994141E-3,1.312255859E-3,-1.815795898E-3,3.427526191E-3
2.177513946E1,4.730224609E-4,2.441406250E-4,3.204345703E-4,6.213157065E-4
2.177761138E1,1.541137695E-3,2.441406250E-4,-1.815795898E-3,2.394122968E-3
2.178011382E1,1.541137695E-3,1.312255859E-3,-1.815795898E-3,2.719234374E-3
2.178258575E1,2.593994141E-3,-8.239746094E-4,3.204345703E-4,2.740514199E-3
2.178508819E1,4.730224609E-4,-2.944946289E-3,-1.815795898E-3,3.491929787E-3
2.178759063E1,1.541137695E-3,-2.944946289E-3,3.204345703E-4,3.339235295E-3
2.179006255E1,2.593994141E-3,-2.944946289E-3,-1.815795898E-3,4.324191137E-3
2.179256499E1,2.593994141E-3,-8.239746094E-4,-7.476806641E-4,2.822546038E-3
2.179503692E1,3.662109375E-3,2.441406250E-4,-2.868652344E-3,4.658306129E-3
2.179753936E1,-5.950927734E-4,-1.892089844E-3,-7.476806641E-4,2.119708886E-3
2.180001128E1,4.730224609E-3,-4.013061523E-3,-1.815795898E-3,6.463497690E-3
2.180251372E1,3.662109375E-3,-1.892089844E-3,-7.476806641E-4,4.189281015E-3
2.180498565E1,3.662109375E-3,2.441406250E-4,-2.868652344E-3,4.658306129E-3
2.180748809E1,2.593994141E-3,1.312255859E-3,-1.815795898E-3,3.427526191E-3
2.180996001E1,-2.731323242E-3,2.441406250E-4,3.204345703E-4,2.760871169E-3
2.181246246E1,1.541137695E-3,-1.892089844E-3,-7.476806641E-4,2.552280500E-3
2.181496490E1,3.662109375E-3,-8.239746094E-4,3.204345703E-4,3.767314368E-3
2.181743682E1,1.541137695E-3,2.441406250E-4,1.388549805E-3,2.088727029E-3
2.181993926E1,2.593994141E-3,2.441406250E-4,-7.476806641E-4,2.710615543E-3
2.182241118E1,2.593994141E-3,2.441406250E-4,-1.815795898E-3,3.175771558E-3
2.182491363E1,3.662109375E-3,2.441406250E-4,3.204345703E-4,3.684199782E-3
2.182741607E1,2.593994141E-3,2.441406250E-4,3.204345703E-4,2.625088296E-3
2.182988799E1,3.662109375E-3,2.441406250E-4,-7.476806641E-4,3.745620922E-3
2.183235992E1,4.730224609E-3,-2.944946289E-3,1.388549805E-3,5.742456274E-3
2.183486236E1,1.541137695E-3,-1.892089844E-3,-2.868652344E-3,3.766201753E-3
2.183733428E1,2.593994141E-3,-8.239746094E-4,-1.815795898E-3,3.271827395E-3
2.183983672E1,2.593994141E-3,-8.239746094E-4,-2.868652344E-3,3.954352795E-3
2.184230865E1,2.593994141E-3,3.433227539E-3,-1.815795898E-3,4.670435920E-3
2.184478057E1,1.541137695E-3,2.441406250E-4,-1.815795898E-3,2.394122968E-3
2.184728301E1,1.541137695E-3,-1.892089844E-3,-2.868652344E-3,3.766201753E-3
2.184978545E1,4.730224609E-4,2.441406250E-4,3.204345703E-4,6.213157065E-4
2.185228789E1,1.541137695E-3,2.441406250E-4,1.388549805E-3,2.088727029E-3
2.185475982E1,4.730224609E-3,-1.892089844E-3,-2.868652344E-3,5.846725160E-3
2.185726226E1,5.798339844E-3,-2.944946289E-3,-2.868652344E-3,7.107926551E-3
2.185973418E1,4.730224609E-4,-8.239746094E-4,-7.476806641E-4,1.209012316E-3
2.186223662E1,3.662109375E-3,-8.239746094E-4,2.456665039E-3,4.486109935E-3
2.186470855E1,1.541137695E-3,2.441406250E-4,-1.815795898E-3,2.394122968E-3
2.186721099E1,2.593994141E-3,1.312255859E-3,-1.815795898E-3,3.427526191E-3
2.186968291E1,3.662109375E-3,1.312255859E-3,-7.476806641E-4,3.961323881E-3
2.187218536E1,3.662109375E-3,-1.892089844E-3,-7.476806641E-4,4.189281015E-3
2.187468780E1,4.730224609E-3,-2.944946289E-3,-3.936767578E-3,6.822453552E-3
2.187715972E1,5.798339844E-3,-1.892089844E-3,-7.476806641E-4,6.144898315E-3
2.187966216E1,2.593994141E-3,-8.239746094E-4,-7.476806641E-4,2.822546038E-3
2.188213409E1,4.730224609E-3,-8.239746094E-4,3.204345703E-4,4.812134384E-3
2.188463653E1,2.593994141E-3,-1.892089844E-3,3.204345703E-4,3.226683730E-3
2.188710845E1,3.662109375E-3,-1.892089844E-3,3.204345703E-4,4.134456115E-3
2.188961089E1,2.593994141E-3,2.441406250E-4,-2.868652344E-3,3.875251800E-3
2.189208282E1,4.730224609E-4,-8.239746094E-4,-2.868652344E-3,3.021895212E-3
2.189458526E1,3.662109375E-3,-8.239746094E-4,-1.815795898E-3,4.169783445E-3
2.189705718E1,3.662109375E-3,1.312255859E-3,-7.476806641E-4,3.961323881E-3
2.189955962E1,5.798339844E-3,-1.892089844E-3,-2.868652344E-3,6.740171748E-3
2.190203155E1,2.593994141E-3,-8.239746094E-4,-2.868652344E-3,3.954352795E-3
2.190453399E1,2.593994141E-3,2.441406250E-4,-1.815795898E-3,3.175771558E-3
2.190703643E1,2.593994141E-3,2.441406250E-4,-7.476806641E-4,2.710615543E-3
2.190953887E1,3.662109375E-3,2.441406250E-4,3.204345703E-4,3.684199782E-3
2.191204131E1,3.662109375E-3,-8.239746094E-4,-7.476806641E-4,3.827401940E-3
2.191451324E1,2.593994141E-3,2.441406250E-4,-3.936767578E-3,4.720863185E-3
2.191701568E1,2.593994141E-3,1.312255859E-3,-7.476806641E-4,3.001640788E-3
2.191948760E1,2.593994141E-3,-8.239746094E-4,1.388549805E-3,3.055455828E-3
2.192199004E1,3.662109375E-3,1.312255859E-3,-7.476806641E-4,3.961323881E-3
2.192446197E1,5.798339844E-3,2.380371094E-3,3.204345703E-4,6.276112635E-3
2.192696441E1,3.662109375E-3,-8.239746094E-4,-2.868652344E-3,4.724314289E-3
2.192946685E1,5.798339844E-3,-1.892089844E-3,3.204345703E-4,6.107653169E-3
2.193193877E1,2.593994141E-3,-1.892089844E-3,-1.815795898E-3,3.688620924E-3
2.193444121E1,-5.950927734E-4,-8.239746094E-4,-7.476806641E-4,1.261782842E-3
2.193691314E1,2.593994141E-3,2.441406250E-4,3.204345703E-4,2.625088296E-3
2.193941558E1,1.541137695E-3,-1.892089844E-3,3.204345703E-4,2.461257339E-3
2.194188750E1,1.541137695E-3,-2.944946289E-3,-7.476806641E-4,3.406881333E-3
2.194438994E1,1.541137695E-3,-1.892089844E-3,-3.936767578E-3,4.631765143E-3
2.194689239E1,1.541137695E-3,-1.892089844E-3,-7.476806641E-4,2.552280500E-3
2.194936431E1,-5.950927734E-4,-2.944946289E-3,3.204345703E-4,3.021509948E-3
2.195186675E1,2.593994141E-3,-2.944946289E-3,-7.476806641E-4,3.995064533E-3
2.195433868E1,3.662109375E-3,2.441406250E-4,-7.476806641E-4,3.745620922E-3
2.195684112E1,4.730224609E-4,1.312255859E-3,-1.815795898E-3,2.289733704E-3
2.195931304E1,3.662109375E-3,2.441406250E-4,3.204345703E-4,3.684199782E-3
2.196181548E1,-5.950927734E-4,-8.239746094E-4,1.388549805E-3,1.720796364E-3
2.196428741E1,1.541137695E-3,1.312255859E-3,1.388549805E-3,2.454626529E-3
2.196678985E1,-5.950927734E-4,-8.239746094E-4,3.204345703E-4,1.065714727E-3
2.196926177E1,3.662109375E-3,2.380371094E-3,-7.476806641E-4,4.431279499E-3
2.197176421E1,4.730224609E-3,-8.239746094E-4,-7.476806641E-4,4.859319437E-3
2.197423614E1,1.541137695E-3,2.441406250E-4,1.388549805E-3,2.088727029E-3
2.197673858E1,4.730224609E-4,2.441406250E-4,-7.476806641E-4,9.178133082E-4
2.197921050E1,4.730224609E-4,-8.239746094E-4,-2.868652344E-3,3.021895212E-3
2.198171294E1,3.662109375E-3,-8.239746094E-4,-7.476806641E-4,3.827401940E-3
2.198418487E1,1.541137695E-3,-1.892089844E-3,-1.815795898E-3,3.041746886E-3
2.198668731E1,4.730224609E-4,2.441406250E-4,-1.815795898E-3,1.892212894E-3
2.198918975E1,2.593994141E-3,-8.239746094E-4,-2.868652344E-3,3.954352795E-3
2.199166167E1,2.593994141E-3,-8.239746094E-4,-2.868652344E-3,3.954352795E-3
2.199416412E1,2.593994141E-3,2.441406250E-4,-2.868652344E-3,3.875251800E-3
2.199663604E1,4.730224609E-3,-8.239746094E-4,-7.476806641E-4,4.859319437E-3
2.199913848E1,3.662109375E-3,2.441406250E-4,3.204345703E-4,3.684199782E-3
2.200161040E1,4.730224609E-4,3.433227539E-3,-7.476806641E-4,3.545395318E-3
2.200411284E1,2.593994141E-3,2.380371094E-3,-2.868652344E-3,4.541380673E-3
2.200658477E1,2.593994141E-3,-8.239746094E-4,-7.476806641E-4,2.822546038E-3
2.200908721E1,3.662109375E-3,-8.239746094E-4,3.204345703E-4,3.767314368E-3
2.201158965E1,1.541137695E-3,1.312255859E-3,-7.476806641E-4,2.157810745E-3
2.201409209E1,2.593994141E-3,-8.239746094E-4,-1.815795898E-3,3.271827395E-3
2.201656402E1,3.662109375E-3,-2.944946289E-3,1.388549805E-3,4.900186147E-3
2.201903594E1,1.541137695E-3,-8.239746094E-4,-7.476806641E-4,1.900806652E-3
2.202153838E1,1.541137695E-3,-8.239746094E-4,-7.476806641E-4,1.900806652E-3
2.202401031E1,1.541137695E-3,2.441406250E-4,-7.476806641E-4,1.730241722E-3
2.202651275E1,4.730224609E-4,-8.239746094E-4,3.204345703E-4,1.002677774E-3
2.202898467E1,1.541137695E-3,-8.239746094E-4,3.204345703E-4,1.776715471E-3
2.203148711E1,3.662109375E-3,2.441406250E-4,-1.815795898E-3,4.094846086E-3
2.203395904E1,2.593994141E-3,2.380371094E-3,-3.936767578E-3,5.281392914E-3
2.203646148E1,3.662109375E-3,1.312255859E-3,-1.815795898E-3,4.293037999E-3
2.203896392E1,3.662109375E-3,-8.239746094E-4,-5.004882812E-3,6.256103516E-3
2.204143584E1,3.662109375E-3,2.441406250E-4,-5.004882812E-3,6.206408115E-3
2.204393829E1,5.798339844E-3,-8.239746094E-4,-2.868652344E-3,6.521414369E-3
2.204641021E1,2.593994141E-3,-1.892089844E-3,-2.868652344E-3,4.305574973E-3
2.204891265E1,1.541137695E-3,-8.239746094E-4,-2.868652344E-3,3.359048351E-3
2.205138457E1,5.798339844E-3,2.441406250E-4,-2.868652344E-3,6.473755931E-3
2.205388702E1,4.730224609E-4,2.441406250E-4,3.204345703E-4,6.213157065E-4
2.205635894E1,4.730224609E-4,-8.239746094E-4,-2.868652344E-3,3.021895212E-3
2.205886138E1,3.662109375E-3,-8.239746094E-4,-1.815795898E-3,4.169783445E-3
2.206133330E1,3.662109375E-3,2.441406250E-4,-7.476806641E-4,3.745620922E-3
2.206383575E1,1.541137695E-3,2.441406250E-4,3.204345703E-4,1.592918188E-3
2.206633819E1,4.730224609E-4,-8.239746094E-4,-7.476806641E-4,1.209012316E-3
2.206881011E1,1.541137695E-3,2.441406250E-4,-1.815795898E-3,2.394122968E-3
2.207131255E1,4.730224609E-3,-8.239746094E-4,-1.815795898E-3,5.133329695E-3
2.207378448E1,3.662109375E-3,-8.239746094E-4,-7.476806641E-4,3.827401940E-3
2.207628692E1,3.662109375E-3,-1.892089844E-3,2.456665039E-3,4.798567720E-3
2.207875884E1,3.662109375E-3,-8.239746094E-4,1.388549805E-3,4.002255588E-3
2.208126128E1,3.662109375E-3,-1.892089844E-3,-7.476806641E-4,4.189281015E-3
2.208373321E1,1.541137695E-3,-1.892089844E-3,-7.476806641E-4,2.552280500E-3
2.208623565E1,2.593994141E-3,-8.239746094E-4,1.388549805E-3,3.055455828E-3
2.208870757E1,2.593994141E-3,2.441406250E-4,-7.476806641E-4,2.710615543E-3
2.209121001E1,-5.950927734E-4,2.441406250E-4,-1.815795898E-3,1.926357910E-3
2.209371246E1,2.593994141E-3,2.441406250E-4,-2.868652344E-3,3.875251800E-3
2.209618438E1,1.541137695E-3,-1.892089844E-3,-7.476806641E-4,2.552280500E-3
2.209868682E1,2.593994141E-3,-8.239746094E-4,3.204345703E-4,2.740514199E-3
2.210115874E1,1.541137695E-3,-8.239746094E-4,2.456665039E-3,3.014837088E-3
2.210366118E1,2.593994141E-3,2.380371094E-3,2.456665039E-3,4.293037999E-3
2.210616363E1,2.593994141E-3,1.312255859E-3,-7.476806641E-4,3.001640788E-3
2.210863555E1,2.593994141E-3,2.380371094E-3,-2.868652344E-3,4.541380673E-3
2.211110747E1,2.593994141E-3,2.441406250E-4,1.388549805E-3,2.952368677E-3
2.211360992E1,1.541137695E-3,-8.239746094E-4,3.204345703E-4,1.776715471E-3
2.211608184E1,3.662109375E-3,1.312255859E-3,-7.476806641E-4,3.961323881E-3
2.211858428E1,4.730224609E-3,-8.239746094E-4,-7.476806641E-4,4.859319437E-3
2.212108672E1,4.730224609E-3,-1.892089844E-3,3.204345703E-4,5.104675028E-3
2.212355865E1,3.662109375E-3,-8.239746094E-4,3.204345703E-4,3.767314368E-3
2.212606109E1,2.593994141E-3,-8.239746094E-4,-2.868652344E-3,3.954352795E-3
2.212853301E1,2.593994141E-3,2.441406250E-4,-1.815795898E-3,3.175771558E-3
2.213103545E1,4.730224609E-3,-8.239746094E-4,-1.815795898E-3,5.133329695E-3
2.213350738E1,4.730224609E-3,-1.892089844E-3,-1.815795898E-3,5.408525083E-3
2.213600982E1,6.866455078E-3,2.441406250E-4,-7.476806641E-4,6.911355609E-3
2.213848174E1,1.541137695E-3,-8.239746094E-4,-2.868652344E-3,3.359048351E-3
2.214098418E1,2.593994141E-3,-1.892089844E-3,-2.868652344E-3,4.305574973E-3
2.214345611E1,2.593994141E-3,1.312255859E-3,3.204345703E-4,2.924636619E-3
2.214595855E1,3.662109375E-3,2.441406250E-4,3.204345703E-4,3.684199782E-3
2.214843047E1,2.593994141E-3,-2.944946289E-3,-7.476806641E-4,3.995064533E-3
2.215093291E1,1.541137695E-3,2.441406250E-4,3.204345703E-4,1.592918188E-3
2.215343536E1,1.541137695E-3,2.441406250E-4,-7.476806641E-4,1.730241722E-3
2.215590728E1,-5.950927734E-4,-8.239746094E-4,-1.815795898E-3,2.080909491E-3
2.215840972E1,1.541137695E-3,-1.892089844E-3,-2.868652344E-3,3.766201753E-3
2.216088164E1,3.662109375E-3,-1.892089844E-3,3.204345703E-4,4.134456115E-3
2.216338409E1,2.593994141E-3,2.441406250E-4,-2.868652344E-3,3.875251800E-3
2.216585601E1,2.593994141E-3,-8.239746094E-4,-2.868652344E-3,3.954352795E-3
2.216835845E1,3.662109375E-3,-8.239746094E-4,-1.815795898E-3,4.169783445E-3
2.217083038E1,2.593994141E-3,2.441406250E-4,-7.476806641E-4,2.710615543E-3
2.217333282E1,4.730224609E-3,2.380371094E-3,-7.476806641E-4,5.347917144E-3
2.217580474E1,2.593994141E-3,2.441406250E-4,-7.476806641E-4,2.710615543E-3
2.217830718E1,3.662109375E-3,-8.239746094E-4,3.204345703E-4,3.767314368E-3
2.218080962E1,1.541137695E-3,-1.892089844E-3,-7.476806641E-4,2.552280500E-3
2.218328155E1,4.730224609E-4,-2.944946289E-3,-7.476806641E-4,3.074977279E-3
2.218578399E1,2.593994141E-3,-1.892089844E-3,-7.476806641E-4,3.296640101E-3
2.218828643E1,2.593994141E-3,2.441406250E-4,3.204345703E-4,2.625088296E-3
2.219078887E1,3.662109375E-3,-8.239746094E-4,1.388549805E-3,4.002255588E-3
2.219326080E1,2.593994141E-3,2.380371094E-3,-3.936767578E-3,5.281392914E-3
2.219576324E1,1.541137695E-3,-8.239746094E-4,1.388549805E-3,2.232064092E-3
2.219823516E1,2.593994141E-3,-2.944946289E-3,2.456665039E-3,4.629980277E-3
2.220073760E1,1.541137695E-3,2.441406250E-4,3.509521484E-3,3.840761785E-3
2.220320952E1,2.593994141E-3,2.380371094E-3,-7.476806641E-4,3.599166365E-3
2.220571197E1,1.541137695E-3,2.441406250E-4,-7.476806641E-4,1.730241722E-3
2.220821441E1,4.730224609E-4,-8.239746094E-4,3.204345703E-4,1.002677774E-3
2.221068633E1,3.662109375E-3,-8.239746094E-4,3.204345703E-4,3.767314368E-3
2.221318877E1,4.730224609E-3,1.312255859E-3,3.204345703E-4,4.919320950E-3
2.221566070E1,2.593994141E-3,2.441406250E-4,-1.815795898E-3,3.175771558E-3
2.221816314E1,4.730224609E-4,-8.239746094E-4,-7.476806641E-4,1.209012316E-3
2.222063506E1,3.662109375E-3,-1.892089844E-3,3.204345703E-4,4.134456115E-3
2.222313750E1,3.662109375E-3,1.312255859E-3,-2.868652344E-3,4.833448746E-3
2.222563994E1,1.541137695E-3,1.312255859E-3,-1.815795898E-3,2.719234374E-3
2.222811187E1,-5.950927734E-4,-1.892089844E-3,3.204345703E-4,2.009183341E-3
2.223058379E1,1.541137695E-3,2.380371094E-3,3.204345703E-4,2.853760721E-3
2.223308623E1,1.541137695E-3,1.312255859E-3,-7.476806641E-4,2.157810745E-3
2.223558868E1,2.593994141E-3,2.441406250E-4,-7.476806641E-4,2.710615543E-3
2.223806060E1,3.662109375E-3,-1.892089844E-3,-1.815795898E-3,4.504238426E-3
2.224056304E1,3.662109375E-3,-1.892089844E-3,-7.476806641E-4,4.189281015E-3
2.224303496E1,1.541137695E-3,-1.892089844E-3,-7.476806641E-4,2.552280500E-3
2.224553741E1,2.593994141E-3,2.441406250E-4,3.204345703E-4,2.625088296E-3
2.224800933E1,3.662109375E-3,-8.239746094E-4,-7.476806641E-4,3.827401940E-3
2.225051177E1,2.593994141E-3,2.441406250E-4,-1.815795898E-3,3.175771558E-3
2.225298370E1,2.593994141E-3,-1.892089844E-3,3.204345703E-4,3.226683730E-3
2.225548614E1,3.662109375E-3,2.441406250E-4,1.388549805E-3,3.924120319E-3
2.225795806E1,4.730224609E-4,-8.239746094E-4,-2.868652344E-3,3.021895212E-3
2.226046050E1,1.541137695E-3,1.312255859E-3,-7.476806641E-4,2.157810745E-3
2.226296294E1,3.662109375E-3,1.312255859E-3,3.204345703E-4,3.903298455E-3
2.226546538E1,3.662109375E-3,-8.239746094E-4,-7.476806641E-4,3.827401940E-3
2.226793731E1,2.593994141E-3,-1.892089844E-3,3.204345703E-4,3.226683730E-3
2.227040923E1,4.730224609E-3,2.441406250E-4,-7.476806641E-4,4.795170057E-3
2.227291167E1,2.593994141E-3,1.312255859E-3,-1.815795898E-3,3.427526191E-3
2.227538360E1,3.662109375E-3,-1.892089844E-3,-1.815795898E-3,4.504238426E-3
2.227788604E1,4.730224609E-3,1.312255859E-3,-1.815795898E-3,5.233942590E-3
2.228035796E1,4.730224609E-4,-8.239746094E-4,-2.868652344E-3,3.021895212E-3
2.228286040E1,1.541137695E-3,-2.944946289E-3,-7.476806641E-4,3.406881333E-3
2.228533233E1,7.934570312E-3,2.441406250E-4,-1.815795898E-3,8.143348539E-3
2.228783477E1,3.662109375E-3,2.441406250E-4,-1.815795898E-3,4.094846086E-3
2.229030669E1,3.662109375E-3,1.312255859E-3,-1.815795898E-3,4.293037999E-3
2.229280913E1,3.662109375E-3,-1.892089844E-3,3.204345703E-4,4.134456115E-3
2.229531158E1,3.662109375E-3,-1.892089844E-3,-1.815795898E-3,4.504238426E-3
2.229778350E1,2.593994141E-3,-1.892089844E-3,-7.476806641E-4,3.296640101E-3
2.230028594E1,3.662109375E-3,-4.013061523E-3,3.204345703E-4,5.442277665E-3
2.230275786E1,3.662109375E-3,-4.013061523E-3,-7.476806641E-4,5.484043603E-3
2.230526031E1,2.593994141E-3,-1.892089844E-3,-7.476806641E-4,3.296640101E-3
2.230773223E1,1.541137695E-3,1.312255859E-3,3.204345703E-4,2.049341150E-3
2.231023467E1,2.593994141E-3,2.441406250E-4,-7.476806641E-4,2.710615543E-3
2.231270660E1,4.730224609E-4,-1.892089844E-3,-7.476806641E-4,2.088727029E-3
2.231520904E1,2.593994141E-3,-2.944946289E-3,-7.476806641E-4,3.995064533E-3
2.231771148E1,1.541137695E-3,-2.944946289E-3,3.204345703E-4,3.339235295E-3
